pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,game_pitch_num,season_year,season_type,runner_on,scoring_position
FT,2015-04-08,96.1,-1.7987,6.1837,Jacob deGrom,467092,594798,NA,ball,NA,NA,NA,NA,11,NA,R,R,R,WSH,NYM,B,NA,NA,0,2,2015,-1.0248416666666667,1.1574666666666666,-0.668,4.47,NA,NA,NA,2,1,Bot,NA,NA,NA,NA,518595,NA,150408_201913,4.161,-139.823,-0.39,-12.592,34.829,-19.015,3.38,1.45,NA,NA,NA,96.369,2311,6.807,413679,446263,502517,431151,527038,150212,501571,434158,53.6938,NA,NA,NA,NA,NA,NA,NA,8,3,2-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Strategic,21,2015,Regular,0,0
FT,2015-04-08,94.1,-1.6179,6.1454,Jacob deGrom,467092,594798,field_out,hit_into_play,NA,NA,NA,NA,4,Wilson Ramos lines out to right fielder Curtis Granderson.,R,R,R,WSH,NYM,X,9,line_drive,1,2,2015,-1.5508916666666668,1.3581333333333332,-0.482,2.763,NA,NA,NA,2,1,Bot,168.34,99.94,NA,NA,518595,NA,150408_201930,5.318,-136.809,-5.098,-19.114,33.582,-16.974,3.38,1.45,276,86.2,22.439,94.178,2229,6.815,413679,446263,502517,431151,527038,150212,501571,434158,53.686,0.225,0.257,0,1,0,0,3,8,4,2-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Strategic,22,2015,Regular,0,0
FF,2015-04-08,94.3,-1.7368,6.1081,Jacob deGrom,435622,594798,NA,called_strike,NA,NA,NA,NA,8,NA,R,R,R,WSH,NYM,S,NA,NA,0,0,2015,-1.0832916666666668,1.9888,0.206,1.613,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,518595,NA,150408_203505,6.1,-136.83,-9.292,-12.803,34.229,-8.783,3.32,1.48,NA,NA,NA,94.148,2258,6.841,413679,446263,502517,431151,527038,150212,501571,434158,53.6597,NA,NA,NA,NA,NA,NA,NA,16,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,23,2015,Regular,0,0
FF,2015-04-08,93,-1.7754,6.1428,Jacob deGrom,435622,594798,NA,called_strike,NA,NA,NA,NA,8,NA,R,R,R,WSH,NYM,S,NA,NA,0,1,2015,-0.7924333333333333,1.6390666666666667,-0.054,1.52,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,518595,NA,150408_203521,4.818,-135.238,-8.255,-8.773,30.852,-13.593,3.32,1.48,NA,NA,NA,NA,NA,NA,413679,446263,502517,431151,527038,150212,501571,434158,53.5776,NA,NA,NA,NA,NA,NA,NA,16,2,4-Seam Fastball,2,1,2,1,1,2,2,1,NA,NA,24,2015,Regular,0,0
FF,2015-04-08,94.5,-1.6769,6.1066,Jacob deGrom,435622,594798,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,WSH,NYM,B,NA,NA,0,2,2015,-0.9051583333333333,1.4083,1.099,1.146,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,518595,NA,150408_203537,7.887,-137.093,-8.932,-10.585,30.715,-16.07,3.32,1.48,NA,NA,NA,94.842,2139,6.887,413679,446263,502517,431151,527038,150212,501571,434158,53.6147,NA,NA,NA,NA,NA,NA,NA,16,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,25,2015,Regular,0,0
CU,2015-04-08,81.9,-1.9354,6.0639,Jacob deGrom,435622,594798,field_out,hit_into_play,NA,NA,NA,NA,7,Ian Desmond lines out to left fielder Michael Cuddyer.,R,R,R,WSH,NYM,X,7,line_drive,1,2,2015,0.29306666666666664,-0.047966666666666664,-0.622,1.919,NA,NA,NA,0,2,Bot,80.77,86.62,NA,NA,518595,NA,150408_203557,1.202,-119.2,-1.944,4.394,21.787,-34.6,3.34,1.48,323,102.5,14.565,81.866,NA,6.333,413679,446263,502517,431151,527038,150212,501571,434158,54.168,0.544,0.658,0,1,0,0,4,16,4,Curveball,2,1,2,1,1,2,2,1,Standard,Standard,26,2015,Regular,0,0
FF,2015-04-08,94.8,-1.718,6.1528,Jacob deGrom,462564,594798,NA,called_strike,NA,NA,NA,NA,2,NA,R,R,R,WSH,NYM,S,NA,NA,0,0,2015,-0.9594333333333334,1.8268333333333333,0.228,2.955,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,518595,NA,150408_203633,6.027,-137.704,-6.03,-11.493,29.589,-10.234,3.32,1.52,NA,NA,NA,95.486,2253,6.881,413679,446263,502517,431151,527038,150212,501571,434158,53.62,NA,NA,NA,NA,NA,NA,NA,17,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,27,2015,Regular,0,0
FF,2015-04-08,93.7,-1.6785,6.0852,Jacob deGrom,462564,594798,NA,ball,NA,NA,NA,NA,14,NA,R,R,R,WSH,NYM,B,NA,NA,0,1,2015,-1.0721583333333333,1.3997,0.902,2.04,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,518595,NA,150408_203645,7.458,-136.051,-6.703,-12.67,30.238,-16.426,3.32,1.52,NA,NA,NA,94.252,2148,6.974,413679,446263,502517,431151,527038,150212,501571,434158,53.5273,NA,NA,NA,NA,NA,NA,NA,17,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,28,2015,Regular,0,0
CH,2015-04-08,84.8,-1.7606,6.0779,Jacob deGrom,462564,594798,NA,foul,NA,NA,NA,NA,11,NA,R,R,R,WSH,NYM,S,NA,NA,1,1,2015,-1.186275,0.8364,-1.023,2.469,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,518595,NA,150408_203659,3.031,-123.37,-2.726,-11.718,24.131,-25.239,3.32,1.52,NA,NA,NA,85.869,1675,7.102,413679,446263,502517,431151,527038,150212,501571,434158,53.3995,NA,NA,NA,NA,NA,NA,NA,17,3,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,29,2015,Regular,0,0
FF,2015-04-08,94,-1.579,6.1276,Jacob deGrom,462564,594798,field_out,hit_into_play,NA,NA,NA,NA,12,Dan Uggla flies out to right fielder Curtis Granderson.,R,R,R,WSH,NYM,X,9,fly_ball,1,2,2015,-0.8634083333333333,1.8397333333333332,1.112,3.222,NA,NA,NA,1,2,Bot,167.31,112.05,NA,NA,518595,NA,150408_203717,7.545,-136.522,-4.633,-9.838,33.264,-10.754,3.32,1.52,264,82.3,45.953,94.196,2175,6.923,413679,446263,502517,431151,527038,150212,501571,434158,53.578,0.004,0.007,0,1,0,0,3,17,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,30,2015,Regular,0,0
